re,re_index,ion_type,pos,charge,base_ion_spec,truth,candidate_group,in_manual_annotation,in_fragments_selected,manual_row_count,manual_matched_rows,manual_selected_rows,manual_labels_json,manual_best_ion_score,manual_best_gof_confidence,manual_best_peaks_matched,manual_best_ion_corr_score,manual_min_abs_ppm_error,fragments_status,fragments_stage,fragments_label,fragments_variant_suffix,fragments_score,fragments_css,fragments_rawcos,fragments_coverage,fragments_match_count,fragments_unexplained,fragments_missing_core,fragments_interference,fragments_s2n,fragments_ppm_rmse,fragments_fit_score,fragments_correlation,fragments_pc_missing_peaks,fragments_mass_error_std,fragments_obs_rel_int,fragments_abs_anchor_ppm,fragments_raw_candidate,fragments_selected_final,diagnose_best_label,diagnose_reason,diagnose_ok,diagnose_isodec_accepted,diagnose_final_cosine,diagnose_isodec_css,diagnose_raw_cosine,diagnose_abs_anchor_ppm,diagnose_matched_peaks,diagnose_area_covered,diagnose_top_peaks,diagnose_anchor_within_ppm
RE45,45,c,34,2,c34^2+,1,tp_selected,1,1,1,1,0,"[""c34 2+""]",10.18,98.74,6.0,7.71,0.28,selected_final,accepted,c34-OxidizedLoop^2+ | -6.5 ppm | score=0.606 | css=0.890,-OxidizedLoop,0.6060790096185564,0.8902402723528312,0.8902402723528312,0.9770974239724658,8.0,0.5734767592915307,0.0,0.49873394153788875,2.5324010981597844,5.769469729165553,0.6673080907997757,0.7224504197481468,11.11111111111111,6.529778101717331,0.000599479843953186,6.499992548356891,1,1,c34-OxidizedLoop^2+,ok,1,1,0.8902402723528312,0.8902402723528312,0.8902402723528312,6.499992548356891,8.0,0.28579122190353556,1.0,1
RE45,45,c,35,2,c35^2+,1,fn_missed,1,0,1,1,0,"[""c35 2+""]",4.943,45.79,5.0,7.954,1.34,trace_only,isodec_rules,c35-OxidizedLoop^2+,-OxidizedLoop,,0.364200764667748,0.5479163563454106,,,,,,,,,,,,,6.9684602252153995,0,0,c35-OxidizedLoop^2+,ok,1,1,0.8547067650774843,0.8547067650774843,0.8547067650774842,6.9684602252153995,9.0,0.17558995925304993,1.0,1
RE45,45,c,36,2,c36^2+,1,fn_missed,1,0,1,1,0,"[""c36 2+""]",8.588,72.19,5.0,8.872,0.3,trace_only,quality_gates,c36-OxidizedLoop^2+,-OxidizedLoop,0.5944460028714127,0.8925892656520708,0.8925892656520708,1.0,9.0,0.722,0.0,0.649,3.54,5.49,0.737,,0.0,,0.0009657563935847422,2.092383222371768,0,0,c36-OxidizedLoop^2+,ok,1,1,0.8925892656520708,0.8925892656520708,0.8925892656520708,2.092383222371768,9.0,0.17933523769581208,1.0,1
RE50,50,b,35,2,b35^2+,1,tp_selected,1,1,1,1,0,"[""b35 2+""]",9.438,79.49,4.0,8.981,2.56,selected_final,accepted,b35-OxidizedLoop^2+ | 11.3 ppm | score=0.570 | css=0.891,-OxidizedLoop,0.5696648856356038,0.8912973367388385,0.8912973367388385,1.0,9.0,0.6743911381413645,0.0,0.5600660705168321,1.5136177313025083,9.506973656463298,0.8116786655707384,0.7525595577312925,0.0,6.83136455801658,0.0003975230898404702,11.28298380910451,1,1,b35-OxidizedLoop^2+,ok,1,1,0.8912973367388385,0.8912973367388385,0.8912973367388385,11.28298380910451,9.0,0.22552195611374412,0.0,1
RE50,50,b,36,2,b36^2+,1,fn_missed,1,0,1,1,0,"[""b36 2+""]",6.008,63.57,5.0,7.46,0.28,trace_only,quality_gates,b36-OxidizedLoop^2+,-OxidizedLoop,0.5784413607443817,0.8922175761706308,0.8922175761706308,1.0,9.0,0.732,0.0,0.7,4.23,9.27,0.541,,0.0,,0.0011053736356003358,3.0052032228091345,0,0,b36-OxidizedLoop^2+,ok,1,1,0.8922175761706308,0.8922175761706308,0.8922175761706308,3.0052032228091345,9.0,0.3336259532365352,1.0,1
RE50,50,b,36,3,b36^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b36-OxidizedLoop^3+ | 13.5 ppm | score=0.379 | css=0.736,-OxidizedLoop,0.379036030746964,0.7358506193125547,0.7358506193125549,0.898752952787222,5.0,0.6509433224042005,0.0,0.33798845371840724,1.7546549518767558,20.744791138193968,0.49669839727562615,0.47796207196468976,44.44444444444444,9.738662503191541,0.00032934508816120906,13.518387918675822,1,1,b36-OxidizedLoop^3+,ok,1,1,0.7358506193125547,0.7358506193125547,0.7358506193125549,13.518387918675822,5.0,0.22300393276940894,0.0,1
RE50,50,c,3,1,c3^1+,1,tp_selected,1,1,1,1,0,"[""c3 1+""]",14.81,99.76,3.0,9.208,2.77,selected_final,accepted,c3^1+ | 4.6 ppm | score=0.674 | css=0.818 | %H=100 | %2H=0 | -mix,-Thiol,0.6743639636793923,0.8183333452666139,0.5327402613592074,0.94614260815541,2.0,0.36163793103448294,0.05385739184459004,0.27673775028487724,0.29295011264667076,0.7502707961679899,0.7476748262957043,0.6576135525813717,33.33333333333333,0.9636748780987296,0.00019563392107472714,4.59669418193442,1,1,c3-ThiylRadical^1+,ok,1,1,0.8182601042342823,0.8182601042342823,0.845412098291453,6.109789868334727,2.0,0.3945098419540229,1.0,1
RE50,50,c,6,1,c6^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c6-Persulfide^1+ | 5.7 ppm | score=0.706 | css=0.953 | %H=100 | %2H=0 | -mix,-Persulfide,0.7058124162819196,0.9531459177347127,0.6296825081260574,0.8713174129893934,2.0,0.150329478030241,0.10588740764307425,0.150329478030241,1.0926313062375224,6.3619521213178984,0.726599933524917,0.9081636165146793,50.0,6.4344375791033,0.000630142737195634,5.714809144800917,1,1,c6-Persulfide^1+,failed_isodec_rules,0,0,,0.5638481627889967,0.9404360322023289,13.113652980284932,2.0,0.38965256729855263,0.0,1
RE50,50,c,7,1,c7^1+,1,tp_selected,1,1,1,1,0,"[""c7 1+""]",10.518,99.87,4.0,6.221,0.78,selected_final,accepted,c7-OxidizedLoop^1+ | 2.3 ppm | score=0.747 | css=0.979,-OxidizedLoop,0.7468955532762177,0.9785935270499093,0.9945292374973259,0.9930314320532885,4.0,0.32589781813253815,0.0,0.1994141505182515,1.1640756034254163,4.661861975208272,0.8846829006947879,0.9903893099148723,20.0,8.457086450336798,0.0006477749790092359,2.2666302189930754,1,1,c7-OxidizedLoop^1+,ok,1,1,0.9785935270499093,0.9785935270499093,0.9945292374973259,2.2666302189930754,4.0,0.6598978103790787,1.0,1
RE50,50,c,8,1,c8^1+,1,fn_missed,1,0,1,1,0,"[""c8 1+""]",4.578,98.79,2.0,2.514,4.38,trace_only,isodec_rules,c8-OxidizedLoop^1+,-OxidizedLoop,,0.6269285950413171,0.46220155127517576,,,,,,,,,,,,,0.46700921204529316,0,0,c8-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6207224722152127,0.6207224722152126,10.21224281882975,3.0,0.12592041416132832,0.0,1
RE50,50,c,9,1,c9^1+,1,tp_selected,1,1,1,1,0,"[""c9 1+""]",4.79,98.32,3.0,2.979,3.3,selected_final,accepted,c9-OxidizedLoop^1+ | 0.5 ppm | score=0.706 | css=0.943,-OxidizedLoop,0.7059755646008568,0.942806582438043,0.9428065824380432,0.9902952053657548,4.0,0.4085502254731386,0.0,0.4085502254731386,0.8499594717470773,6.962707102565874,0.738819865576358,0.8919077130189843,20.0,5.195458769788313,0.0004315701091519731,0.5199972887461375,1,1,c9-OxidizedLoop^1+,ok,1,1,0.942806582438043,0.942806582438043,0.9428065824380432,0.5199972887461375,4.0,0.6297266583675427,0.0,1
RE50,50,c,10,1,c10^1+,1,tp_selected,1,1,1,1,0,"[""c10 1+""]",15.997,99.74,4.0,9.208,7.17,selected_final,accepted,c10-OxidizedLoop^1+ | 4.6 ppm | score=0.896 | css=0.988,-OxidizedLoop,0.8959951398376231,0.9877483458770335,0.9895868592853809,1.0,5.0,0.14081905501093406,0.0,0.07881846079387012,16.816442512174074,3.1454377197158987,0.8327892253142192,0.9890956493774768,0.0,3.596103851238802,0.00781696053736356,4.558505065195145,1,1,c10-OxidizedLoop^1+,ok,1,1,0.9877483458770335,0.9877483458770335,0.9895868592853809,4.558505065195145,5.0,1.0152904609944216,1.0,1
RE50,50,c,21,1,c21^1+,1,fn_missed,1,0,1,1,0,"[""c21 1+""]",3.173,71.63,3.0,5.192,3.33,trace_only,isodec_rules,c21-OxidizedLoop^1+,-OxidizedLoop,,0.07822524910366721,0.4076702134442937,,,,,,,,,,,,,19.486210127026535,0,0,c21-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6356050870480457,0.5717703986759468,12.400624096748496,6.0,0.11292033393402241,0.0,1
RE50,50,c,24,1,c24^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c24-OxidizedLoop^1+ | 7.0 ppm | score=0.600 | css=0.875 | %H=100 | %2H=0 | -mix,-OxidizedLoop,0.6003582558044662,0.8745560048668887,0.5032255670388698,0.9907865367036399,6.0,0.6881854976401376,0.0,0.6900450742454738,153.89591029160852,3.5822067741026165,0.5140768085913842,0.84514749581256,14.285714285714285,5.744411055326256,0.020277078085642317,7.046143982503701,1,1,c24-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6529463062554723,0.6529463062554722,4.383780109317303,5.0,0.2769047959499222,0.0,1
RE50,50,c,32,2,c32^2+,1,fn_missed,1,0,1,1,0,"[""c32 2+""]",7.346,89.04,3.0,6.433,0.11,raw_only,accepted_raw,c32-OxidizedLoop^2+ | -5.9 ppm | score=0.412 | css=0.839 | %H=56 | %2H=26 | -mix,-OxidizedLoop,0.4116222129882488,0.8385183607478537,0.7301392490325681,0.6790146973148339,10.0,0.6200818783118882,0.0,0.5844983308762476,1.0213048497305537,12.801365269768207,0.46228759740229725,0.5746048956676364,56.52173913043478,8.919251757052605,0.00030713685978169604,5.936989957583865,1,0,c32-OxidizedLoop^2+,ok,1,1,0.950511771201663,0.950511771201663,0.9505117712016629,7.177528413620387,5.0,0.18980695130255604,0.0,1
RE50,50,c,33,2,c33^2+,1,tp_selected,1,1,1,1,0,"[""c33 2+""]",9.811,70.22,6.0,8.857,2.1,selected_final,accepted,c33-OxidizedLoop^2+ | -1.9 ppm | score=0.650 | css=0.860,-OxidizedLoop,0.6500414567426889,0.8597938640279098,0.8639062928192166,1.0,9.0,0.3806664743976299,0.0,0.3383749264767667,2.7078169901213127,6.385528338492067,0.7346993095836459,0.6347080947369008,0.0,13.5811691708868,0.0005604534005037783,1.898995127631175,1,1,c33-OxidizedLoop^2+,ok,1,1,0.8597938640279098,0.8597938640279098,0.8639062928192166,1.898995127631175,9.0,0.4659820172369707,1.0,1
RE50,50,c,34,2,c34^2+,1,tp_selected,1,1,1,1,0,"[""c34 2+""]",11.296,88.21,5.0,9.085,1.35,selected_final,accepted,c34-OxidizedLoop^2+ | -0.4 ppm | score=0.651 | css=0.839 | %H=79 | %2H=0 | -mix,-OxidizedLoop,0.6508033361752262,0.8385627965842417,0.5749776530089098,0.8973800856523674,12.0,0.3644437278693117,0.0,0.2796070791020794,3.3486752888942126,5.579768369299171,0.6573298025879024,0.8235747470926847,25.0,8.986913992243773,0.0009534005037783376,0.4333104246977186,1,1,c34-OxidizedLoop^2+,ok,1,1,0.9511262656882037,0.9511262656882037,0.9511262656882037,7.422156591112201,8.0,0.3123049673791818,1.0,1
RE50,50,c,35,2,c35^2+,1,tp_selected,1,1,1,1,0,"[""c35 2+""]",11.7,92.85,6.0,9.136,3.06,selected_final,accepted,c35-OxidizedLoop^2+ | 4.0 ppm | score=0.635 | css=0.935,-OxidizedLoop,0.6353130635708797,0.9348300617965516,0.9348300617965517,0.9394690692942073,7.0,0.5142682660961824,0.0,0.4352075086265299,4.347543032031173,3.9105557371427104,0.7463084492761634,0.8271483042200091,22.22222222222222,7.480347401617366,0.0007745591939546599,4.0483243854430855,1,1,c35-OxidizedLoop^2+,ok,1,1,0.9348300617965516,0.9348300617965516,0.9348300617965517,4.0483243854430855,7.0,0.2962634443016865,1.0,1
RE50,50,c,35,3,c35^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c35-OxidizedLoop^3+ | -4.3 ppm | score=0.305 | css=0.717 | %H=46 | %2H=54 | -mix,-OxidizedLoop,0.3045259911637637,0.7168133022342656,0.5325649944342897,0.5866533480124113,10.0,0.5072986230128245,0.305642180454496,0.4497937634053787,0.6475669687602807,16.49173445612464,0.32320367941633127,0.26216862071867275,44.44444444444444,12.37197733362218,0.00020973971452560876,4.27268973523174,1,1,c35-OxidizedLoop^3+,ok,1,1,0.7177675715380835,0.7177675715380835,0.7177675715380836,5.128137030339575,7.0,0.1995619145301377,0.0,1
RE50,50,c,36,2,c36^2+,1,tp_selected,1,1,1,1,0,"[""c36 2+""]",12.872,96.05,6.0,9.17,2.1,selected_final,accepted,c36-OxidizedLoop^2+ | 3.3 ppm | score=0.721 | css=0.961,-OxidizedLoop,0.7205533871619625,0.9613802201762218,0.9655762282077376,1.0,9.0,0.6137724621513193,0.0,0.464056501575852,6.301371634529011,2.8454060924062667,0.8901666853687267,0.9613706008899985,0.0,2.774380668543993,0.001635600335852225,3.2816659050050903,1,1,c36-OxidizedLoop^2+,ok,1,1,0.9613802201762218,0.9613802201762218,0.9655762282077376,3.2816659050050903,9.0,0.3715227778478401,1.0,1
RE50,50,c,36,3,c36^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c36-OxidizedLoop^3+ | -2.8 ppm | score=0.493 | css=0.842 | %H=39 | %2H=0 | +mix,-OxidizedLoop,0.4932740888270716,0.8423947638680832,0.570138664625266,0.8076227245647469,12.0,0.6006044727699802,0.0,0.46465033241275666,2.178841703353348,11.516798917741998,0.5237026173556909,0.7134947295688477,29.411764705882355,11.435546646045625,0.0008005877413937867,2.7859865917776845,1,1,c36-OxidizedLoop^3+,ok,1,1,0.8619630689450003,0.8619630689450003,0.8669904372917001,2.7859865917776845,9.0,0.2753245381988106,1.0,1
RE55,55,b,12,1,b12^1+,1,fn_missed,1,0,1,1,0,"[""b12 1+""]",8.156,82.55,4.0,7.186,12.17,trace_only,isodec_rules,b12-OxidizedLoop^1+,-OxidizedLoop,,0.6238605589770959,0.6373902718281079,,,,,,,,,,,,,9.2323354090192,0,0,b12-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6238605589770959,0.6373902718281079,9.2323354090192,5.0,0.018055706889067217,0.0,1
RE55,55,b,15,1,b15^1+,0,manual_negative_only,1,0,1,0,0,"[""b15 1+""]",0.0,0.0,0.0,0.0,5.47,trace_only,isodec_rules,b15-OxidizedLoop^1+,-OxidizedLoop,,0.60784759606087,0.9467874368310748,,,,,,,,,,,,,29.22111964186242,0,0,b15-OxidizedLoop^1+,ok,1,1,0.9658310870699501,0.9658310870699501,0.9467874368310748,29.22111964186242,4.0,0.1456056794567465,1.0,1
RE55,55,b,21,1,b21^1+,1,fn_missed,1,0,1,1,0,"[""b21 1+""]",3.258,76.76,3.0,5.397,2.58,trace_only,anchor_search,b21-OxidizedLoop^1+,-OxidizedLoop,,,0.5505251205802006,,,,,,,,,,,,,,0,0,b21-OxidizedLoop^1+,anchor_outside_ppm,0,0,,,0.5505251205802006,,,,,0
RE55,55,b,35,2,b35^2+,1,fn_missed,1,0,1,1,0,"[""b35 2+""]",6.967,77.35,4.0,6.776,2.01,trace_only,isodec_rules,b35-OxidizedLoop^2+,-OxidizedLoop,,0.5463883257394482,0.8335228355016056,,,,,,,,,,,,,3.153522244308067,0,0,b35-OxidizedLoop^2+,ok,1,1,0.8335228355016056,0.8335228355016056,0.8335228355016056,3.153522244308067,6.0,0.1456530029521425,0.0,1
RE55,55,b,35,3,b35^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b35-OxidizedLoop^3+ | -5.0 ppm | score=0.406 | css=0.783,-OxidizedLoop,0.40633764360590463,0.7833330414678493,0.8055024917395113,0.7976176874885873,6.0,0.691767175290867,0.0,0.44789249522690566,1.0532982532892867,3.9109551286058197,0.45324160713709594,0.507437310424172,33.33333333333333,10.955970392314564,0.00011875,4.999182871346726,1,1,b35-OxidizedLoop^3+,ok,1,1,0.7833330414678493,0.7833330414678493,0.8055024917395113,4.999182871346726,6.0,0.1189145976307469,0.0,1
RE55,55,c,3,1,c3^1+,1,tp_selected,1,1,1,1,0,"[""c3 1+""]",10.434,99.88,3.0,6.907,7.54,selected_final,accepted,c3^1+ | 5.5 ppm | score=0.746 | css=0.981,-Thiol,0.7459550664840828,0.9811028431764311,0.9811028431764313,1.0,3.0,0.23270308709110699,0.0,0.0,0.5353032667120492,7.6454935255286065,0.8698430941532272,0.9978893672036722,0.0,16.32090910375899,0.0003122373949579832,5.5041440629392415,1,1,c3^1+,ok,1,1,0.9811028431764311,0.9811028431764311,0.9811028431764313,5.5041440629392415,3.0,0.6195620034646113,1.0,1
RE55,55,c,6,1,c6^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c6-Persulfide^1+ | 7.2 ppm | score=0.777 | css=0.993 | %H=100 | %2H=0 | -mix,-Persulfide,0.7772119270530157,0.9926097390832704,0.6916095076690087,0.9745052473677356,3.0,0.08297855566067491,0.0,0.0,0.971203198086906,9.400606878435404,0.8419264264883826,0.9966732324795191,25.0,13.429875007796033,0.000467436974789916,7.244355122448011,1,1,c6-ThiylRadical^1+,failed_isodec_rules,0,0,,0.4651532151956054,0.948221647999591,27.618206877794947,1.0,0.3601806548739179,0.0,1
RE55,55,c,7,1,c7^1+,1,tp_selected,1,1,1,1,0,"[""c7 1+""]",13.58,99.89,3.0,8.005,1.16,selected_final,accepted,c7-OxidizedLoop^1+ | 0.5 ppm | score=0.779 | css=0.983,-OxidizedLoop,0.77893215987419,0.982660580497287,0.9826605804972868,0.9643959745138921,3.0,0.18982065695384498,0.0,0.0,0.6812093281936481,4.1079390972226735,0.868802383601471,0.9702705610500552,40.0,6.250730744253617,0.0003127626050420168,0.5343772000806774,1,1,c7-OxidizedLoop^1+,ok,1,1,0.982660580497287,0.982660580497287,0.9826605804972868,0.5343772000806774,3.0,0.697901497762992,1.0,1
RE55,55,c,9,1,c9^1+,1,tp_selected,1,1,1,1,0,"[""c9 1+""]",10.379,99.21,2.0,5.983,3.14,selected_final,accepted,c9-OxidizedLoop^1+ | 5.4 ppm | score=0.736 | css=0.977,-OxidizedLoop,0.7356486103133384,0.9766449601011032,0.9766449601011035,0.9532905962895332,3.0,0.2905547752808989,0.0,0.2905547752808989,0.5424562479998245,4.495399299987037,0.7076800620004097,0.9464730079022435,40.0,4.307810720006938,0.000220640756302521,5.389316842684343,1,1,c9-OxidizedLoop^1+,ok,1,1,0.9766449601011032,0.9766449601011032,0.9766449601011035,5.389316842684343,3.0,0.8165634820944523,0.0,1
RE55,55,c,10,1,c10^1+,1,tp_selected,1,1,1,1,0,"[""c10 1+""]",14.724,98.03,4.0,9.19,6.99,selected_final,accepted,c10-OxidizedLoop^1+ | 4.3 ppm | score=0.859 | css=0.971,-OxidizedLoop,0.859204121412741,0.9712284668983269,0.984684902108193,1.0,5.0,0.23428294543832406,0.0,0.15751393114186718,8.688110896330471,2.2183799609995147,0.8223227074073733,0.9719291589335501,0.0,3.233216040681852,0.0031433823529411764,4.307865765896085,1,1,c10-OxidizedLoop^1+,ok,1,1,0.9712284668983269,0.9712284668983269,0.984684902108193,4.307865765896085,5.0,0.8718597082624453,1.0,1
RE55,55,c,11,1,c11^1+,1,fn_missed,1,0,1,1,0,"[""c11 1+""]",6.066,98.63,3.0,6.005,4.16,trace_only,isodec_rules,c11-OxidizedLoop^1+,-OxidizedLoop,,0.8212808988698008,0.43544676863110304,,,,,,,,,,,,,9.081456837513851,0,0,c11-OxidizedLoop^1+,ok,1,1,0.8880489026947415,0.8880489026947415,0.6973237328453917,12.333579482276834,5.0,0.14562142569050127,1.0,1
RE55,55,c,32,2,c32^2+,1,tp_selected,1,1,1,1,0,"[""c32 2+""]",9.871,78.91,6.0,8.887,2.79,selected_final,accepted,c32-OxidizedLoop^2+ | 6.2 ppm | score=0.583 | css=0.874,-OxidizedLoop,0.5834733907350299,0.8740513058231213,0.9160538650323673,0.9719385991104568,6.0,0.6180558970618609,0.0,0.48926426338082096,2.2035770142347033,6.093798083006711,0.6878107092503231,0.7358048631177134,25.0,4.7110908820580075,0.00032169117647058823,6.2427477217804945,1,1,c32-OxidizedLoop^2+,ok,1,1,0.8740513058231213,0.8740513058231213,0.9160538650323673,6.2427477217804945,6.0,0.24527750171665033,1.0,1
RE55,55,c,33,2,c33^2+,1,tp_selected,1,1,1,1,0,"[""c33 2+""]",9.516,88.81,4.0,9.092,0.43,selected_final,accepted,c33-OxidizedLoop^2+ | -2.6 ppm | score=0.509 | css=0.904 | %H=41 | %2H=0 | +mix,-OxidizedLoop,0.5085272397172835,0.9037765277084813,0.5634967847813994,0.5931766000968053,9.0,0.587211623671935,0.0,0.4817934533451511,3.1124472030020414,5.640087883692256,0.4219073526245251,0.567433691479153,47.05882352941176,7.3669728534756285,0.0006134453781512605,2.5601679272957565,1,1,c33-OxidizedLoop^2+,ok,1,1,0.9144600308290136,0.9144600308290136,0.9144600308290136,2.5601679272957565,9.0,0.4542852103200581,1.0,1
RE55,55,c,33,3,c33^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c33-OxidizedLoop^3+ | -10.0 ppm | score=0.319 | css=0.910 | %H=54 | %2H=0 | +mix,-OxidizedLoop,0.31929944052099324,0.9102814757126986,0.5567879582732009,0.6342439325429517,8.0,0.5820107038038786,0.35478987305245235,0.28119309635024925,0.6059860314642576,13.67357856825724,0.39232121123128044,0.39095190030845256,52.94117647058824,13.697733870645859,0.0002040441176470588,10.009638052818135,1,1,c33-OxidizedLoop^3+,ok,1,1,0.8752530645721198,0.8752530645721198,0.8752530645721197,3.18443375993361,6.0,0.31212657012230655,0.0,1
RE55,55,c,34,2,c34^2+,1,tp_selected,1,1,1,1,0,"[""c34 2+""]",9.846,81.34,5.0,9.004,1.28,selected_final,accepted,c34-OxidizedLoop^2+ | 2.2 ppm | score=0.752 | css=0.994,-OxidizedLoop,0.7523673865008622,0.9941213639840244,0.9941213639840244,0.9884269807447416,7.0,0.4686514838103275,0.0,0.42002748312259197,5.899740568506837,3.613863656876406,0.8699092920063564,0.9823445181833286,22.22222222222222,3.7305722418084994,0.001108718487394958,2.2206760657640303,1,1,c34-OxidizedLoop^2+,ok,1,1,0.9941213639840244,0.9941213639840244,0.9941213639840244,2.2206760657640303,7.0,0.573318210013506,1.0,1
RE55,55,c,35,2,c35^2+,1,tp_selected,1,1,1,1,0,"[""c35 2+""]",9.864,83.3,9.0,9.028,0.22,selected_final,accepted,c35-OxidizedLoop^2+ | 5.7 ppm | score=0.683 | css=0.966,-OxidizedLoop,0.6832349614124478,0.965716752728332,0.9615386635129693,1.0,9.0,0.6267306138746251,0.0,0.5816338743501812,7.605272936862579,3.987995606736687,0.6933006660258989,0.7905939070331979,0.0,5.303327396242801,0.0013400735294117646,5.660136315264192,1,1,c35-OxidizedLoop^2+,ok,1,1,0.965716752728332,0.965716752728332,0.9615386635129693,5.660136315264192,9.0,0.4764481734240301,1.0,1
RE55,55,c,36,2,c36^2+,1,tp_selected,1,1,1,1,0,"[""c36 2+""]",12.441,92.2,6.0,9.129,0.47,selected_final,accepted,c36-OxidizedLoop^2+ | -0.6 ppm | score=0.791 | css=0.972,-OxidizedLoop,0.7908571048888788,0.9719965120389134,0.9719965120389134,1.0,9.0,0.42499928929488573,0.0,0.298065549781221,11.872315847671965,2.2589402626580486,0.819730726995968,0.9318203009157753,0.0,3.3742667211085413,0.001971901260504202,0.5602324245570628,1,1,c36-OxidizedLoop^2+,ok,1,1,0.9719965120389134,0.9719965120389134,0.9719965120389134,0.5602324245570628,9.0,0.7192393258194061,1.0,1
RE55,55,c,36,3,c36^3+,1,tp_selected,1,1,1,1,0,"[""c36 3+""]",12.834,92.32,8.0,9.13,1.23,selected_final,accepted,c36-OxidizedLoop^3+ | 3.2 ppm | score=0.674 | css=0.933,-OxidizedLoop,0.6743121085018602,0.9331394608295929,0.9394477798761202,1.0,9.0,0.6088546189202644,0.0,0.42104000438704725,3.341564981240778,2.606905295569404,0.7866492069989723,0.8560417369695336,0.0,3.7152468309370046,0.0007865021008403361,3.2117246632836522,1,1,c36-OxidizedLoop^3+,ok,1,1,0.9331394608295929,0.9331394608295929,0.9394477798761202,3.2117246632836522,9.0,0.2803960899262752,1.0,1
RE65,65,b,11,1,b11^1+,1,fn_missed,1,0,1,1,1,"[""b11 1+""]",2.797,99.63,4.0,3.003,3.34,trace_only,isodec_rules,b11-OxidizedLoop^1+,-OxidizedLoop,,0.6210813305368238,0.720439322869942,,,,,,,,,,,,,3.593821403510834,0,0,b11-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6210813305368238,0.720439322869942,3.593821403510834,5.0,0.05192221709070035,0.0,1
RE65,65,b,12,1,b12^1+,0,manual_negative_only,1,0,1,0,0,"[""b12 1+""]",7.247,86.11,3.0,5.226,13.3,trace_only,isodec_rules,b12-OxidizedLoop^1+,-OxidizedLoop,,0.619320385595102,0.6197563305546007,,,,,,,,,,,,,5.7944003984153465,0,0,b12-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.619320385595102,0.6197563305546007,5.7944003984153465,5.0,0.011861679999680266,0.0,1
RE65,65,b,15,1,b15^1+,0,fp_selected,1,1,1,0,0,"[""b15 1+""]",7.755,96.54,7.0,8.049,11.61,selected_final,accepted,b15-OxidizedLoop^1+ | 20.7 ppm | score=0.536 | css=0.853,-OxidizedLoop,0.5362031929076838,0.8528847525452448,0.8639144796048243,0.6936253719495459,2.0,0.319672131147541,0.2131508107537048,0.889051250301969,1.7235485317193453,0.08282379081592903,0.4663807136004667,0.8057105859132627,66.66666666666666,0.06057657297979984,0.000469128236555845,20.67462859359067,1,1,b15-OxidizedLoop^1+,ok,1,1,0.8636495388217527,0.8636495388217527,0.8639144796048243,20.67462859359067,5.0,0.10062073028779794,0.0,1
RE65,65,b,18,1,b18^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b18-OxidizedLoop^1+ | -28.1 ppm | score=0.356 | css=0.837,-OxidizedLoop,0.355985523828048,0.8370242353745586,0.8552783123036869,0.6209022218345682,2.0,0.6743600217864925,0.25656292230964983,0.9492902382701472,1.1754153342172997,0.865453856818741,0.47452598535430174,0.7945985006947119,71.42857142857143,0.6253091278340784,0.0002710280373831776,28.139794860903066,1,1,b18-OxidizedLoop^1+,ok,1,1,0.8370242353745586,0.8370242353745586,0.8552783123036869,28.139794860903066,2.0,0.23112030139599543,0.0,1
RE65,65,b,35,2,b35^2+,1,fn_missed,1,0,1,1,0,"[""b35 2+""]",4.707,89.83,6.0,5.028,2.86,trace_only,quality_gates,b35-OxidizedLoop^2+,-OxidizedLoop,0.4916886167146306,0.7567429663330232,0.7632014130802077,1.0,9.0,0.81,0.0,0.749,2.39,6.03,0.819,,0.0,,0.00028190592921709817,12.619565743880997,0,0,b35-OxidizedLoop^2+,ok,1,1,0.7567429663330232,0.7567429663330232,0.7632014130802077,12.619565743880997,9.0,0.11238904641821736,0.0,1
RE65,65,b,35,3,b35^3+,1,fn_missed,1,0,1,1,0,"[""b35 3+""]",8.1,76.61,8.0,8.64,1.42,trace_only,quality_gates,b35-OxidizedLoop^3+,-OxidizedLoop,0.5701010321660035,0.8909104557899327,0.9168671590968746,1.0,9.0,0.714,0.0,0.476,1.46,5.8,0.766,,0.0,,0.0002512639803891527,1.7961578675730374,0,0,b35-OxidizedLoop^3+,ok,1,1,0.8909104557899327,0.8909104557899327,0.9168671590968746,1.7961578675730374,9.0,0.14294846616667334,1.0,1
